Customer_ID,Customer_Name,Age,Gender,City,State,Customer_Since,Customer_Segment,KYC_Status,Home_Device_ID_1,Home_Device_ID_2,Baseline_Avg_Amount
CUST00071,Aditi Yadav,26,Male,Kochi,Kerala,2021-02-05,Premium,Verified,DEV00071A,DEV00071B,5051.31
CUST00072,Kunal Yadav,49,Male,Patna,Bihar,2023-01-04,Affluent,Verified,DEV00072A,DEV00072B,4459.74
CUST00073,Rohan Nair,32,Female,Hyderabad,Telangana,2018-06-28,Mass Market,Verified,DEV00073A,DEV00073B,1262.46
CUST00074,Rohan Verma,26,Female,Pune,Maharashtra,2019-02-16,Student,Verified,DEV00074A,DEV00074B,439.27
CUST00075,Isha Das,34,Female,Ahmedabad,Gujarat,2024-12-27,Premium,Verified,DEV00075A,DEV00075B,12600.19
CUST00076,Arjun Reddy,57,Male,Pune,Maharashtra,2020-08-19,Affluent,Pending,DEV00076A,DEV00076B,4320.81
CUST00077,Rahul Kulkarni,62,Female,Navi Mumbai,Maharashtra,2018-04-29,Mass Market,Verified,DEV00077A,DEV00077B,1249.68
CUST00078,Pooja Jadhav,23,Female,Navi Mumbai,Maharashtra,2024-12-13,Premium,Verified,DEV00078A,DEV00078B,14191.41
CUST00079,Vivek Pawar,52,Male,Patna,Bihar,2018-10-30,Affluent,Verified,DEV00079A,DEV00079B,4258.01
CUST00080,Aarav Yadav,48,Male,Vadodara,Gujarat,2020-08-29,Mass Market,Verified,DEV00080A,DEV00080B,1898.56
CUST00081,Vivek Chavan,61,Male,Vadodara,Gujarat,2024-10-19,Premium,Verified,DEV00081A,DEV00081B,21038.64
CUST00082,Nikhil Mishra,61,Male,Gurugram,Haryana,2025-01-17,Mass Market,Verified,DEV00082A,DEV00082B,2077.22
CUST00083,Isha Jadhav,44,Male,Kochi,Kerala,2020-04-02,Mass Market,Verified,DEV00083A,DEV00083B,1561.7
CUST00084,Riya Kadam,39,Male,Kochi,Kerala,2023-04-03,Business,Verified,DEV00084A,DEV00084B,48625.33
CUST00085,Arjun Gupta,43,Male,Nagpur,Maharashtra,2020-12-19,Affluent,Verified,DEV00085A,DEV00085B,5299.64
CUST00086,Vivaan Jadhav,19,Female,Ahmedabad,Gujarat,2024-11-03,Mass Market,Verified,DEV00086A,DEV00086B,2318.78
CUST00087,Rohan More,25,Male,Ahmedabad,Gujarat,2020-08-19,Student,Verified,DEV00087A,DEV00087B,399.5
CUST00088,Arjun Kadam,24,Female,Bhopal,Madhya Pradesh,2024-11-26,Mass Market,Pending,DEV00088A,DEV00088B,1241.06
CUST00089,Meera Patil,59,Female,Jaipur,Rajasthan,2018-09-06,Mass Market,Verified,DEV00089A,DEV00089B,2196.07
CUST00090,Rohan Chavan,39,Male,Pune,Maharashtra,2019-05-31,Student,Verified,DEV00090A,DEV00090B,606.4
CUST00091,Aditi Mishra,35,Male,Mumbai,Maharashtra,2019-06-17,Affluent,Verified,DEV00091A,DEV00091B,2356.72
CUST00092,Pooja Iyer,29,Female,Mumbai,Maharashtra,2018-08-03,Mass Market,Verified,DEV00092A,DEV00092B,627.12
CUST00093,Isha Reddy,57,Male,Delhi,Delhi,2025-05-22,Affluent,Verified,DEV00093A,DEV00093B,4613.38
CUST00094,Nikhil Reddy,23,Female,Nagpur,Maharashtra,2024-10-27,Mass Market,Verified,DEV00094A,DEV00094B,1670.73
CUST00095,Kunal More,56,Female,Surat,Gujarat,2019-02-11,Student,Verified,DEV00095A,DEV00095B,510.09
CUST00096,Aditya Verma,47,Female,Bengaluru,Karnataka,2022-08-31,Premium,Verified,DEV00096A,DEV00096B,18736.42
CUST00097,Ananya Sharma,45,Male,Nagpur,Maharashtra,2022-03-07,Student,Verified,DEV00097A,DEV00097B,472.56
CUST00098,Arjun Shah,56,Female,Noida,Uttar Pradesh,2021-12-11,Mass Market,Verified,DEV00098A,DEV00098B,1464.38
CUST00099,Sahil Patil,32,Female,Lucknow,Uttar Pradesh,2024-04-16,Business,Verified,DEV00099A,DEV00099B,42837.35
CUST00100,Aditya Iyer,35,Female,Navi Mumbai,Maharashtra,2021-10-23,Mass Market,Verified,DEV00100A,DEV00100B,1814.69
CUST00101,Rahul Chavan,42,Female,Thane,Maharashtra,2023-02-02,Mass Market,Verified,DEV00101A,DEV00101B,2053.67
CUST00102,Arjun Jadhav,61,Male,Pune,Maharashtra,2021-01-19,Affluent,Verified,DEV00102A,DEV00102B,2901.2
CUST00103,Rohan Shah,61,Female,Patna,Bihar,2023-11-29,Premium,Verified,DEV00103A,DEV00103B,11028.39
CUST00104,Priya Verma,38,Male,Noida,Uttar Pradesh,2018-02-01,Affluent,Verified,DEV00104A,DEV00104B,2995.72
CUST00105,Arjun Pawar,65,Male,Hyderabad,Telangana,2022-11-22,Mass Market,Pending,DEV00105A,DEV00105B,1651.52
CUST00106,Aditya Pawar,38,Male,Mumbai,Maharashtra,2024-12-06,Affluent,Verified,DEV00106A,DEV00106B,2188.11
CUST00107,Rohan Gupta,37,Female,Vadodara,Gujarat,2020-06-26,Mass Market,Verified,DEV00107A,DEV00107B,728.05
CUST00108,Aditi Yadav,27,Female,Nashik,Maharashtra,2020-03-19,Mass Market,Verified,DEV00108A,DEV00108B,650.71
CUST00109,Aditya Jadhav,61,Female,Kolkata,West Bengal,2025-01-13,Mass Market,Verified,DEV00109A,DEV00109B,1762.77
CUST00110,Aditi Das,46,Male,Kolkata,West Bengal,2018-08-22,Mass Market,Verified,DEV00110A,DEV00110B,2454.74
CUST00111,Neha Verma,65,Male,Chandigarh,Chandigarh,2023-01-17,Student,Verified,DEV00111A,DEV00111B,253.53
CUST00112,Ananya Mishra,59,Male,Surat,Gujarat,2018-06-10,Mass Market,Verified,DEV00112A,DEV00112B,1545.5
CUST00113,Meera Deshmukh,56,Male,Patna,Bihar,2025-01-28,Affluent,Verified,DEV00113A,DEV00113B,3346.96
CUST00114,Neha Deshmukh,23,Male,Bengaluru,Karnataka,2021-12-03,Mass Market,Verified,DEV00114A,DEV00114B,757.9
CUST00115,Vivek Gupta,62,Male,Patna,Bihar,2025-03-31,Premium,Verified,DEV00115A,DEV00115B,11834.65
CUST00116,Meera Deshmukh,27,Male,Aurangabad,Maharashtra,2021-04-26,Student,Verified,DEV00116A,DEV00116B,573.98
CUST00117,Kunal Reddy,42,Male,Indore,Madhya Pradesh,2019-10-27,Mass Market,Verified,DEV00117A,DEV00117B,2305.31
CUST00118,Pooja Reddy,36,Female,Indore,Madhya Pradesh,2020-08-16,Affluent,Verified,DEV00118A,DEV00118B,6928.24
CUST00119,Priya Das,36,Female,Thiruvananthapuram,Kerala,2023-08-22,Affluent,Expired,DEV00119A,DEV00119B,2399.59
CUST00120,Pooja Kadam,24,Male,Ranchi,Jharkhand,2021-03-13,Mass Market,Verified,DEV00120A,DEV00120B,1526.71
CUST00121,Neha Deshmukh,19,Female,Ranchi,Jharkhand,2018-08-07,Mass Market,Verified,DEV00121A,DEV00121B,663.21
CUST00122,Rohan Das,20,Female,Aurangabad,Maharashtra,2023-04-20,Premium,Verified,DEV00122A,DEV00122B,6584.52
CUST00123,Isha Chavan,56,Female,Kochi,Kerala,2019-04-01,Premium,Verified,DEV00123A,DEV00123B,17456.21
CUST00124,Priya Verma,19,Male,Jaipur,Rajasthan,2019-08-12,Mass Market,Verified,DEV00124A,DEV00124B,1641.33
CUST00125,Kunal Joshi,52,Male,Surat,Gujarat,2022-05-19,Student,Verified,DEV00125A,DEV00125B,362.78
CUST00126,Rahul Deshmukh,55,Female,Thiruvananthapuram,Kerala,2019-07-01,Mass Market,Verified,DEV00126A,DEV00126B,850.18
CUST00127,Riya Nair,63,Female,Nagpur,Maharashtra,2018-06-01,Mass Market,Verified,DEV00127A,DEV00127B,583.81
CUST00128,Pooja Pawar,20,Male,Gurugram,Haryana,2021-03-17,Mass Market,Verified,DEV00128A,DEV00128B,1163.85
CUST00129,Rahul Das,29,Female,Bengaluru,Karnataka,2025-10-05,Affluent,Pending,DEV00129A,DEV00129B,6226.03
CUST00130,Priya Chavan,38,Male,Noida,Uttar Pradesh,2018-11-24,Mass Market,Verified,DEV00130A,DEV00130B,1935.33
CUST00131,Pooja Sharma,35,Male,Chennai,Tamil Nadu,2018-11-04,Premium,Verified,DEV00131A,DEV00131B,5622.81
CUST00132,Aditya Yadav,22,Male,Aurangabad,Maharashtra,2025-03-27,Mass Market,Verified,DEV00132A,DEV00132B,1710.19
CUST00133,Arjun Shah,51,Female,Aurangabad,Maharashtra,2022-06-19,Mass Market,Verified,DEV00133A,DEV00133B,551.83
CUST00134,Pooja Verma,34,Female,Thiruvananthapuram,Kerala,2020-05-28,Business,Verified,DEV00134A,DEV00134B,26985.79
CUST00135,Rahul Kadam,61,Female,Chandigarh,Chandigarh,2025-06-28,Mass Market,Verified,DEV00135A,DEV00135B,2282.66
CUST00136,Rohan Chavan,32,Male,Surat,Gujarat,2020-04-03,Student,Verified,DEV00136A,DEV00136B,421.71
CUST00137,Neha Verma,23,Male,Visakhapatnam,Andhra Pradesh,2021-06-20,Mass Market,Verified,DEV00137A,DEV00137B,1321.59
CUST00138,Vivaan Joshi,47,Female,Kolkata,West Bengal,2019-06-10,Student,Verified,DEV00138A,DEV00138B,501.89
CUST00139,Vivek Das,27,Female,Surat,Gujarat,2019-11-06,Mass Market,Pending,DEV00139A,DEV00139B,2394.97
CUST00140,Meera Mishra,26,Female,Gurugram,Haryana,2024-11-21,Affluent,Verified,DEV00140A,DEV00140B,2502.26
CUST00141,Aarav Nair,54,Male,Coimbatore,Tamil Nadu,2018-04-27,Mass Market,Pending,DEV00141A,DEV00141B,1029.31
CUST00142,Pooja More,58,Female,Visakhapatnam,Andhra Pradesh,2025-03-14,Business,Verified,DEV00142A,DEV00142B,10516.35
CUST00143,Priya Iyer,47,Male,Ahmedabad,Gujarat,2021-10-25,Affluent,Verified,DEV00143A,DEV00143B,7095.05
CUST00144,Kunal Kulkarni,24,Female,Jaipur,Rajasthan,2020-09-17,Affluent,Verified,DEV00144A,DEV00144B,3386.38
CUST00145,Kavya Reddy,38,Female,Coimbatore,Tamil Nadu,2020-02-17,Premium,Verified,DEV00145A,DEV00145B,5463.53
CUST00146,Ananya Deshmukh,31,Female,Delhi,Delhi,2018-07-19,Mass Market,Verified,DEV00146A,DEV00146B,1808.52
CUST00147,Riya Shah,34,Female,Visakhapatnam,Andhra Pradesh,2022-07-10,Mass Market,Verified,DEV00147A,DEV00147B,889.31
CUST00148,Kavya Pawar,57,Male,Coimbatore,Tamil Nadu,2019-06-12,Business,Verified,DEV00148A,DEV00148B,16360.43
CUST00149,Meera Mishra,20,Male,Surat,Gujarat,2018-06-09,Mass Market,Verified,DEV00149A,DEV00149B,1413.98
CUST00150,Arjun More,43,Female,Navi Mumbai,Maharashtra,2024-08-28,Mass Market,Verified,DEV00150A,DEV00150B,1917.48
CUST00151,Rahul Iyer,37,Male,Lucknow,Uttar Pradesh,2024-09-10,Affluent,Expired,DEV00151A,DEV00151B,5254.62
CUST00152,Ananya Singh,64,Female,Bhopal,Madhya Pradesh,2019-08-29,Student,Verified,DEV00152A,DEV00152B,464.91
CUST00153,Pooja Das,50,Female,Chennai,Tamil Nadu,2018-09-13,Premium,Verified,DEV00153A,DEV00153B,12536.5
CUST00154,Riya Jadhav,52,Female,Bengaluru,Karnataka,2025-07-31,Premium,Verified,DEV00154A,DEV00154B,8845.28
CUST00155,Arjun Yadav,37,Female,Delhi,Delhi,2025-11-27,Mass Market,Verified,DEV00155A,DEV00155B,1197.61
CUST00156,Pooja Shah,52,Female,Patna,Bihar,2022-06-05,Student,Pending,DEV00156A,DEV00156B,592.54
CUST00157,Vivaan Iyer,48,Male,Kochi,Kerala,2020-04-07,Student,Verified,DEV00157A,DEV00157B,459.11
CUST00158,Rahul More,58,Male,Delhi,Delhi,2018-08-04,Mass Market,Verified,DEV00158A,DEV00158B,1862.38
CUST00159,Riya Sharma,48,Female,Bhopal,Madhya Pradesh,2025-04-18,Mass Market,Expired,DEV00159A,DEV00159B,1791.8
CUST00160,Nikhil Sharma,29,Female,Ranchi,Jharkhand,2019-12-22,Business,Verified,DEV00160A,DEV00160B,44636.21
CUST00161,Vivek Joshi,37,Male,Mumbai,Maharashtra,2021-10-04,Mass Market,Expired,DEV00161A,DEV00161B,1487.82
CUST00162,Sneha More,28,Female,Bengaluru,Karnataka,2025-04-09,Mass Market,Verified,DEV00162A,DEV00162B,2081.54
CUST00163,Sahil Mishra,38,Male,Surat,Gujarat,2022-06-30,Premium,Verified,DEV00163A,DEV00163B,10215.71
CUST00164,Nikhil Joshi,55,Male,Noida,Uttar Pradesh,2020-12-07,Affluent,Verified,DEV00164A,DEV00164B,3494.24
CUST00165,Isha Das,36,Female,Bhopal,Madhya Pradesh,2024-11-22,Mass Market,Pending,DEV00165A,DEV00165B,1409.96
CUST00166,Arjun Sharma,60,Male,Chandigarh,Chandigarh,2020-10-10,Premium,Verified,DEV00166A,DEV00166B,12235.7
CUST00167,Kavya Reddy,53,Male,Coimbatore,Tamil Nadu,2024-06-03,Affluent,Verified,DEV00167A,DEV00167B,5921.92
CUST00168,Aarav Singh,21,Female,Chandigarh,Chandigarh,2019-06-25,Affluent,Verified,DEV00168A,DEV00168B,6744.95
CUST00169,Ananya Kulkarni,22,Male,Lucknow,Uttar Pradesh,2022-10-02,Mass Market,Verified,DEV00169A,DEV00169B,2369.17
CUST00170,Riya Deshmukh,26,Female,Thiruvananthapuram,Kerala,2022-03-14,Business,Verified,DEV00170A,DEV00170B,35795.29
CUST00171,Pooja Das,40,Male,Bhopal,Madhya Pradesh,2020-01-02,Business,Verified,DEV00171A,DEV00171B,49096.61
CUST00172,Ananya Chavan,52,Female,Chennai,Tamil Nadu,2020-07-29,Mass Market,Verified,DEV00172A,DEV00172B,2374.82
CUST00173,Pooja Gupta,19,Male,Thiruvananthapuram,Kerala,2020-04-24,Mass Market,Verified,DEV00173A,DEV00173B,1844.05
CUST00174,Neha Gupta,31,Male,Jaipur,Rajasthan,2019-07-28,Affluent,Verified,DEV00174A,DEV00174B,3572.87
CUST00175,Isha Sharma,27,Male,Noida,Uttar Pradesh,2022-08-21,Mass Market,Verified,DEV00175A,DEV00175B,2259.43
CUST00176,Nikhil Deshmukh,59,Female,Mysuru,Karnataka,2023-11-19,Mass Market,Verified,DEV00176A,DEV00176B,1252.92
CUST00177,Pooja Kadam,47,Male,Chandigarh,Chandigarh,2024-04-22,Mass Market,Verified,DEV00177A,DEV00177B,1276.84
CUST00178,Riya Singh,52,Male,Nagpur,Maharashtra,2018-07-31,Mass Market,Verified,DEV00178A,DEV00178B,2247.24
CUST00179,Kunal Chavan,31,Female,Ahmedabad,Gujarat,2021-05-26,Business,Verified,DEV00179A,DEV00179B,28114.68
CUST00180,Isha Reddy,31,Female,Bhubaneswar,Odisha,2020-09-07,Affluent,Verified,DEV00180A,DEV00180B,3835.19
CUST00181,Aditi Yadav,64,Female,Nashik,Maharashtra,2021-08-04,Student,Verified,DEV00181A,DEV00181B,377.66
CUST00182,Isha Nair,44,Female,Kochi,Kerala,2019-09-17,Mass Market,Verified,DEV00182A,DEV00182B,991.46
CUST00183,Aditya Sharma,28,Female,Kolkata,West Bengal,2019-11-25,Mass Market,Verified,DEV00183A,DEV00183B,2278.73
CUST00184,Meera Nair,18,Female,Thiruvananthapuram,Kerala,2019-07-18,Student,Verified,DEV00184A,DEV00184B,538.94
CUST00185,Ananya Kulkarni,49,Male,Patna,Bihar,2018-01-28,Affluent,Verified,DEV00185A,DEV00185B,4982.3
CUST00186,Aditi Gupta,24,Male,Nashik,Maharashtra,2020-09-14,Mass Market,Verified,DEV00186A,DEV00186B,1034.65
CUST00187,Isha Sharma,32,Female,Bhubaneswar,Odisha,2025-09-02,Student,Verified,DEV00187A,DEV00187B,695.42
CUST00188,Vivaan Gupta,18,Male,Bhopal,Madhya Pradesh,2018-12-05,Affluent,Verified,DEV00188A,DEV00188B,7076.74
CUST00189,Neha Patil,62,Female,Thane,Maharashtra,2021-01-15,Mass Market,Verified,DEV00189A,DEV00189B,2298.62
CUST00190,Riya Mishra,55,Male,Thane,Maharashtra,2025-12-29,Student,Pending,DEV00190A,DEV00190B,314.6
CUST00191,Meera Chavan,65,Male,Hyderabad,Telangana,2025-09-24,Premium,Verified,DEV00191A,DEV00191B,21773.49
CUST00192,Sneha Verma,38,Male,Hyderabad,Telangana,2025-02-10,Mass Market,Expired,DEV00192A,DEV00192B,1211.62
CUST00193,Arjun Verma,57,Female,Thiruvananthapuram,Kerala,2020-10-06,Premium,Verified,DEV00193A,DEV00193B,19793.11
CUST00194,Aditya Kadam,37,Female,Mumbai,Maharashtra,2022-01-14,Premium,Verified,DEV00194A,DEV00194B,15248.82
CUST00195,Kavya Kulkarni,23,Female,Jaipur,Rajasthan,2022-04-27,Mass Market,Verified,DEV00195A,DEV00195B,1949.69
CUST00196,Priya Shah,42,Male,Patna,Bihar,2019-07-23,Mass Market,Verified,DEV00196A,DEV00196B,834.41
CUST00197,Neha Reddy,64,Female,Delhi,Delhi,2024-08-29,Affluent,Verified,DEV00197A,DEV00197B,4072.0
CUST00198,Isha Yadav,45,Male,Bengaluru,Karnataka,2021-05-15,Mass Market,Pending,DEV00198A,DEV00198B,1128.37
CUST00199,Riya Patil,33,Female,Chandigarh,Chandigarh,2022-03-21,Mass Market,Verified,DEV00199A,DEV00199B,2364.13
CUST00200,Nikhil Gupta,47,Male,Kochi,Kerala,2022-12-01,Student,Verified,DEV00200A,DEV00200B,188.04
CUST00201,Ananya Das,60,Male,Gurugram,Haryana,2022-09-30,Student,Verified,DEV00201A,DEV00201B,694.89
CUST00202,Sneha Mishra,41,Male,Pune,Maharashtra,2019-03-24,Premium,Verified,DEV00202A,DEV00202B,24672.16
CUST00203,Pooja Yadav,45,Male,Chandigarh,Chandigarh,2018-02-13,Mass Market,Verified,DEV00203A,DEV00203B,1615.99
CUST00204,Priya Jadhav,50,Male,Bhubaneswar,Odisha,2021-11-13,Business,Verified,DEV00204A,DEV00204B,38666.33
CUST00205,Arjun Patil,47,Male,Bengaluru,Karnataka,2023-11-05,Affluent,Verified,DEV00205A,DEV00205B,3572.91
CUST00206,Pooja Gupta,39,Male,Vadodara,Gujarat,2025-08-05,Student,Pending,DEV00206A,DEV00206B,557.27
